142.0,76.5
148.0,77.5
125.0,76.0
125.0,76.5
123.0,78.5
127.0,75.5
126.5,76.0
126.0,79.5
125.5,78.5
127.0,78.0
125.5,78.0
124.5,78.5
124.0,78.5
123.5,78.5
123.5,78.5
123.0,78.5
123.5,77.5
125.0,77.5
127.5,76.5
128.5,76.5
123.5,78.5
118.5,80.0
117.5,81.0
118.0,81.0
118.0,81.0
118.0,81.0
